,ID,Customer ID,Region,Store,Date,Week,Phone Type,Phone Model,Agreement,Tenure,Credit Category,Down payment,Per Month for phone,Plan For,Type,Plan Name,Line,per month for plan ,Price
7444,7445,###,Midwest,Store 2,3/5/2017,10,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,5,150,34.96
7445,7446,###,North East,Store 5,3/16/2017,11,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,1,60,122.09
7446,7447,###,Midwest,Store 10,1/4/2017,1,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,4,120,271.54
7447,7448,###,Midwest,Store 6,2/28/2017,9,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,2,80,11
7448,7449,###,West,Store 16,2/19/2017,8,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,1,50,34.96
7449,7450,###,Midwest,Store 10,3/5/2017,10,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,5,150,122.09
7450,7451,###,West,Store 20,2/2/2017,5,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,5,150,22.09
7451,7452,###,Midwest,Store 10,1/6/2017,1,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,5,150,30.96
7452,7453,###,North East,Store 13,3/24/2017,12,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Promo,Unlimited Freedom,1,50,22.09
7453,7454,###,South,Store 11,1/17/2017,3,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,1,60,72.92
7454,7455,###,South,Store 19,1/17/2017,3,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,5,150,72.92
7455,7456,###,Midwest,Store 2,3/20/2017,12,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,4,120,72.92
7456,7457,###,North East,Store 1,3/11/2017,10,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,4,120,30.96
7457,7458,###,South,Store 15,2/28/2017,9,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,2,80,26.25
7458,7459,###,North East,Store 13,1/28/2017,4,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,2,80,206.42
7459,7460,###,South,Store 19,2/14/2017,7,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,2,80,275
7460,7461,###,North East,Store 13,1/7/2017,1,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,4,120,93.96
7461,7462,###,South,Store 7,1/13/2017,2,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,1,60,223.75
7462,7463,###,Midwest,Store 2,2/24/2017,8,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,5,150,35.42
7463,7464,###,South,Store 15,1/22/2017,4,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Promo,Unlimited Freedom,5,120,30.96
7464,7465,###,South,Store 7,3/28/2017,13,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,4,120,35.42
7465,7466,###,West,Store 8,3/28/2017,13,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,5,150,35.42
7466,7467,###,Midwest,Store 2,1/26/2017,4,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,1,50,27.09
7467,7468,###,West,Store 16,1/7/2017,1,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,3,90,11
7468,7469,###,North East,Store 5,2/23/2017,8,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,5,120,31.25
7469,7470,###,West,Store 12,2/20/2017,8,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,1,60,25
7470,7471,###,Midwest,Store 2,2/21/2017,8,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,1,60,206.42
7471,7472,###,Midwest,Store 6,1/13/2017,2,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Promo,Unlimited Freedom,1,50,170.84
7472,7473,###,North East,Store 9,3/1/2017,9,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,1,60,30.96
7473,7474,###,North East,Store 13,1/24/2017,4,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,2,80,32.09
7474,7475,###,Midwest,Store 2,2/20/2017,8,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Promo,Unlimited Freedom,1,50,206.42
7475,7476,###,South,Store 3,3/1/2017,9,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Promo,Unlimited Freedom,1,50,243.75
7476,7477,###,South,Store 15,1/26/2017,4,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,5,150,22.09
7477,7478,###,West,Store 12,3/1/2017,9,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Promo,Unlimited Freedom,5,120,30.96
7478,7479,###,Midwest,Store 2,1/9/2017,2,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Promo,Unlimited Freedom,1,50,206.42
7479,7480,###,South,Store 7,3/1/2017,9,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Promo,Unlimited Freedom,5,120,271.54
7480,7481,###,West,Store 20,1/26/2017,4,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,1,60,24
7481,7482,###,West,Store 16,2/28/2017,9,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,3,90,7
7482,7483,###,South,Store 11,3/8/2017,10,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Promo,Unlimited Freedom,1,50,168.76
7483,7484,###,West,Store 8,1/19/2017,3,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Promo,Unlimited Freedom,1,50,30.96
7484,7485,###,Midwest,Store 10,2/17/2017,7,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,3,90,22.09
7485,7486,###,South,Store 15,3/28/2017,13,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,4,120,72.92
7486,7487,###,Midwest,Store 2,1/2/2017,1,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,3,90,27.09
7487,7488,###,Midwest,Store 14,1/23/2017,4,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,2,80,32.09
7488,7489,###,South,Store 11,1/1/2017,1,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
7489,7490,###,South,Store 15,3/3/2017,9,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Promo,Unlimited Freedom,1,50,206.42
7490,7491,###,South,Store 19,3/23/2017,12,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,1,60,11
7491,7492,###,West,Store 12,2/22/2017,8,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,5,120,31.25
7492,7493,###,Midwest,Store 18,1/17/2017,3,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,1,60,25
7493,7494,###,South,Store 3,2/16/2017,7,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,2,80,25
7494,7495,###,South,Store 11,1/7/2017,1,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,5,120,32.09
7495,7496,###,West,Store 20,3/23/2017,12,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,4,120,246.88
7496,7497,###,South,Store 11,3/7/2017,10,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,3,90,27.09
7497,7498,###,North East,Store 17,2/23/2017,8,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,1,60,206.42
7498,7499,###,West,Store 12,3/18/2017,11,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,2,80,246.88
7499,7500,###,North East,Store 13,2/16/2017,7,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,1,60,22.09
7500,7501,###,North East,Store 5,2/3/2017,5,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,2,80,22.09
7501,7502,###,West,Store 4,2/24/2017,8,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,4,120,34.96
7502,7503,###,South,Store 11,2/2/2017,5,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,3,90,271.54
7503,7504,###,North East,Store 17,1/5/2017,1,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,4,120,72.92
7504,7505,###,South,Store 11,2/1/2017,5,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Promo,Unlimited Freedom,1,50,11
7505,7506,###,South,Store 7,3/9/2017,10,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,1,50,34.96
7506,7507,###,Midwest,Store 18,3/17/2017,11,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,1,50,34.96
7507,7508,###,South,Store 11,1/26/2017,4,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Promo,Unlimited Freedom,1,50,11
7508,7509,###,Midwest,Store 18,3/23/2017,12,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Promo,Unlimited Freedom,1,50,220.98
7509,7510,###,North East,Store 5,3/2/2017,9,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
7510,7511,###,South,Store 19,1/10/2017,2,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,4,120,220.98
7511,7512,###,Midwest,Store 14,2/9/2017,6,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,2,80,220.98
7512,7513,###,West,Store 8,1/12/2017,2,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,5,150,11
7513,7514,###,North East,Store 9,1/2/2017,1,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Promo,Unlimited Freedom,1,50,25
7514,7515,###,South,Store 7,2/17/2017,7,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,4,120,22.09
7515,7516,###,West,Store 20,1/7/2017,1,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,5,150,24
7516,7517,###,South,Store 19,2/21/2017,8,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,1,50,31.25
7517,7518,###,North East,Store 1,3/5/2017,10,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
7518,7519,###,North East,Store 17,2/27/2017,9,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,4,120,35.42
7519,7520,###,North East,Store 13,1/22/2017,4,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Promo,Unlimited Freedom,5,120,22.09
7520,7521,###,North East,Store 17,3/27/2017,13,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,3,90,72.92
7521,7522,###,South,Store 11,3/9/2017,10,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Promo,Unlimited Freedom,1,50,243.75
7522,7523,###,South,Store 15,3/12/2017,11,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
7523,7524,###,West,Store 4,3/17/2017,11,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,3,90,35.42
7524,7525,###,West,Store 16,3/8/2017,10,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,3,90,93.96
7525,7526,###,North East,Store 9,3/23/2017,12,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,2,80,14.75
7526,7527,###,South,Store 15,2/2/2017,5,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Promo,Unlimited Freedom,1,50,243.75
7527,7528,###,South,Store 19,3/6/2017,10,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Promo,Unlimited Freedom,5,120,25
7528,7529,###,Midwest,Store 6,1/13/2017,2,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,4,120,32.09
7529,7530,###,South,Store 3,3/18/2017,11,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,2,80,11
7530,7531,###,South,Store 3,2/2/2017,5,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,1,60,14.75
7531,7532,###,West,Store 8,3/16/2017,11,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,3,90,11
7532,7533,###,Midwest,Store 14,2/19/2017,8,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,3,90,31.25
7533,7534,###,North East,Store 1,2/15/2017,7,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,2,80,31.25
7534,7535,###,South,Store 11,3/26/2017,13,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,2,80,170.84
7535,7536,###,South,Store 11,1/23/2017,4,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Promo,Unlimited Freedom,1,50,93.96
7536,7537,###,North East,Store 17,2/21/2017,8,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,3,90,30.96
7537,7538,###,North East,Store 17,3/18/2017,11,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,4,120,11
7538,7539,###,Midwest,Store 18,2/26/2017,9,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,4,120,7
7539,7540,###,West,Store 8,2/4/2017,5,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,1,60,7
7540,7541,###,Midwest,Store 10,1/5/2017,1,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,3,90,93.96
7541,7542,###,North East,Store 5,2/26/2017,9,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,2,80,275
7542,7543,###,South,Store 15,2/5/2017,6,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,4,120,206.42
7543,7544,###,Midwest,Store 2,3/26/2017,13,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,3,90,22.09
7544,7545,###,North East,Store 5,1/2/2017,1,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
7545,7546,###,Midwest,Store 2,1/5/2017,1,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,4,120,246.88
7546,7547,###,South,Store 3,2/9/2017,6,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,1,50,35.42
7547,7548,###,South,Store 11,2/4/2017,5,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Promo,Unlimited Freedom,1,50,14.75
7548,7549,###,West,Store 12,1/1/2017,1,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,5,150,26.25
7549,7550,###,North East,Store 5,2/3/2017,5,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,2,80,93.96
7550,7551,###,Midwest,Store 14,2/23/2017,8,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,4,120,243.75
7551,7552,###,South,Store 3,2/22/2017,8,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Promo,Unlimited Freedom,1,50,170.84
7552,7553,###,South,Store 3,3/22/2017,12,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,5,150,14.75
7553,7554,###,South,Store 19,1/1/2017,1,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Promo,Unlimited Freedom,1,50,22.09
7554,7555,###,North East,Store 9,1/12/2017,2,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,5,120,31.25
7555,7556,###,South,Store 19,1/19/2017,3,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Promo,Unlimited Freedom,5,120,170.8
7556,7557,###,South,Store 19,1/24/2017,4,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,4,120,34.96
7557,7558,###,North East,Store 13,1/12/2017,2,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,5,150,11
7558,7559,###,South,Store 19,1/1/2017,1,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,1,60,11
7559,7560,###,North East,Store 17,1/16/2017,3,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Promo,Unlimited Freedom,5,120,14.75
7560,7561,###,South,Store 3,3/22/2017,12,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,3,90,170.84
7561,7562,###,North East,Store 1,2/24/2017,8,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,1,60,32.09
7562,7563,###,West,Store 20,3/7/2017,10,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
7563,7564,###,West,Store 4,3/24/2017,12,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,3,90,7
7564,7565,###,Midwest,Store 10,1/20/2017,3,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,1,60,11
7565,7566,###,South,Store 15,3/16/2017,11,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,5,120,34.96
7566,7567,###,North East,Store 1,3/13/2017,11,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,4,120,271.54
7567,7568,###,Midwest,Store 18,3/7/2017,10,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Promo,Unlimited Freedom,5,120,223.75
7568,7569,###,West,Store 4,1/22/2017,4,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,5,120,27.09
7569,7570,###,South,Store 15,3/23/2017,12,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Promo,Unlimited Freedom,1,50,14.75
7570,7571,###,West,Store 4,2/2/2017,5,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,2,80,220.98
7571,7572,###,Midwest,Store 18,2/4/2017,5,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Promo,Unlimited Freedom,5,120,22.09
7572,7573,###,Midwest,Store 18,2/21/2017,8,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,5,150,246.88
7573,7574,###,West,Store 20,3/26/2017,13,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,5,150,7
7574,7575,###,North East,Store 5,1/16/2017,3,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,2,80,11
7575,7576,###,West,Store 4,1/26/2017,4,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,5,150,206.42
7576,7577,###,West,Store 8,1/26/2017,4,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,2,80,24
7577,7578,###,North East,Store 9,3/15/2017,11,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,1,60,275
7578,7579,###,West,Store 12,1/28/2017,4,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,2,80,223.75
7579,7580,###,West,Store 4,1/10/2017,2,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Promo,Unlimited Freedom,5,120,170.8
7580,7581,###,Midwest,Store 6,1/14/2017,2,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,2,80,27.09
7581,7582,###,North East,Store 1,3/25/2017,12,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
7582,7583,###,South,Store 3,1/23/2017,4,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,1,60,93.96
7583,7584,###,South,Store 11,1/10/2017,2,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Promo,Unlimited Freedom,5,120,170.8
7584,7585,###,South,Store 19,1/28/2017,4,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,5,150,22.09
7585,7586,###,West,Store 12,1/14/2017,2,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
7586,7587,###,Midwest,Store 10,2/21/2017,8,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,5,150,271.54
7587,7588,###,Midwest,Store 14,2/13/2017,7,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,2,80,168.76
7588,7589,###,North East,Store 5,3/20/2017,12,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,5,120,27.09
7589,7590,###,Midwest,Store 14,3/5/2017,10,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,2,80,206.42
7590,7591,###,West,Store 12,3/13/2017,11,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,5,150,35.42
7591,7592,###,North East,Store 9,3/7/2017,10,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,4,120,246.88
7592,7593,###,South,Store 19,2/27/2017,9,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,5,150,243.75
7593,7594,###,North East,Store 5,3/14/2017,11,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,1,60,246.88
7594,7595,###,Midwest,Store 14,1/17/2017,3,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,2,80,27.09
7595,7596,###,West,Store 8,2/23/2017,8,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,3,90,30.96
7596,7597,###,Midwest,Store 18,3/25/2017,12,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
7597,7598,###,Midwest,Store 18,1/18/2017,3,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,5,120,32.09
7598,7599,###,West,Store 20,1/21/2017,3,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,2,80,26.25
7599,7600,###,South,Store 15,3/5/2017,10,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,4,120,243.75
7600,7601,###,Midwest,Store 14,2/21/2017,8,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,5,150,24
7601,7602,###,North East,Store 5,2/12/2017,7,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Promo,Unlimited Freedom,1,50,246.88
7602,7603,###,North East,Store 17,1/9/2017,2,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,3,90,220.98
7603,7604,###,North East,Store 13,3/1/2017,9,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,2,80,32.09
7604,7605,###,Midwest,Store 10,1/9/2017,2,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,3,90,25
7605,7606,###,South,Store 19,2/23/2017,8,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,2,80,275
7606,7607,###,West,Store 4,3/11/2017,10,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,5,150,170.84
7607,7608,###,North East,Store 17,1/11/2017,2,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,3,90,275
7608,7609,###,South,Store 3,1/21/2017,3,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Promo,Unlimited Freedom,1,50,72.92
7609,7610,###,Midwest,Store 6,2/18/2017,7,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,5,150,32.09
7610,7611,###,Midwest,Store 10,1/9/2017,2,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
7611,7612,###,North East,Store 5,3/18/2017,11,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,4,120,170.8
7612,7613,###,Midwest,Store 6,2/10/2017,6,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Promo,Unlimited Freedom,5,120,25
7613,7614,###,Midwest,Store 2,2/25/2017,8,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,4,120,220.98
7614,7615,###,North East,Store 13,2/20/2017,8,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,5,150,168.76
7615,7616,###,Midwest,Store 2,3/2/2017,9,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,3,90,35.42
7616,7617,###,Midwest,Store 18,1/10/2017,2,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,4,120,168.76
